"Country","Sex","Age","Year","Variable","Prevalence or proportion","Lower limit of 95% credible interval","Upper limit of 95% credible interval","Posterior standard deviation"
"Hungary","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.182019618816657,0.048920016969206,0.400942533376788,0.0923423904179698
"Iceland","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.509489032167339,0.292597470095793,0.714201579416918,0.109743217644782
"India","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.113037189435312,0.0601820511592928,0.184440257705319,0.0318638004416322
"Indonesia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0358347506369323,0.0145469695195911,0.0691414457523017,0.0144070371360024
"Iran","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.18622894159786,0.132438016826381,0.247811175568735,0.0294588950240282
"Iraq","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.112572398379373,0.0422605092120155,0.221728302399271,0.046929967976006
"Ireland","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.211299968301994,0.0770753905501714,0.408033047167068,0.0852766681526006
"Israel","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.240502674170704,0.124007269119057,0.384047142395395,0.0663434496667619
"Italy","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.245573942225495,0.148389996358903,0.36040386786546,0.0542531034305076
"Jamaica","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.140129864423408,0.0403805883641344,0.296290752761027,0.0666131008056536
"Japan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.240926871108518,0.173325650979402,0.317638292283891,0.0374298598043797
"Jordan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.286665723825636,0.192838872047384,0.393097512224514,0.0515416132350853
"Kazakhstan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.254003616783797,0.144461534483864,0.390144566887863,0.0632855208350672
"Kenya","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0446831772651392,0.0118673651387491,0.103518471425055,0.0241993257282695
"Kiribati","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0526340916621982,0.0125598854556662,0.126754928297113,0.0299639257623859
"Kuwait","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.271727828483412,0.143028404540591,0.431456805559983,0.0732892636517742
"Kyrgyzstan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.087122006488186,0.0253064097144902,0.194217167226753,0.0437534597409768
"Lao PDR","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.128394588691195,0.0361158005182285,0.280359057400088,0.0633153148681319
"Latvia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.147590435771454,0.039825958803507,0.327232222826578,0.0760444254234034
"Lebanon","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.229538894016501,0.120021595604564,0.363749846321023,0.0632522307665077
"Lesotho","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.139054336151209,0.0494617782551656,0.274331822167089,0.0583671106008351
"Liberia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0785048042453651,0.0170141380644836,0.193594497916611,0.0469486085247251
"Libya","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0762906180983526,0.015842986684187,0.196419546422907,0.0460896168222563
"Lithuania","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0994678390067738,0.0195865516604712,0.253043299206004,0.0607949432633546
"Luxembourg","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.268065242039132,0.154282187738485,0.405353283928083,0.0652640212819124
"Macedonia (TFYR)","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.183094836574217,0.0353724815932072,0.433954724660063,0.104612532602555
"Madagascar","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0569688891081773,0.00805091728276476,0.166128016063776,0.0421967355661854
"Malawi","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0640066932175888,0.0237485980991383,0.127288559591943,0.0272575225358082
"Malaysia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.196479515588387,0.0926164552085798,0.333914286106302,0.0625087271304491
"Maldives","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.139641617335617,0.033139200525256,0.318894403517158,0.0742710115475886
"Mali","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.118304883706054,0.0223313718546194,0.295774730229646,0.0709638009109057
"Malta","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.428513799100263,0.244749053497212,0.616306961035781,0.0955452845482416
"Marshall Islands","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.122564946894157,0.0537939847871698,0.220249709887615,0.0430621704514674
"Mauritania","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0855774443826236,0.0120799304447751,0.244636230742358,0.062929070672222
"Mauritius","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.304685313956056,0.171315001852183,0.464000736871446,0.0745111990460067
"Mexico","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.211951452602149,0.135342074087767,0.305140530204274,0.0432026023370501
"Micronesia (Federated States of)","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.117466570523606,0.0384072668319071,0.247895569560326,0.0541265277548605
"Moldova","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0741769997897877,0.0193809657631581,0.17244056051535,0.0401527989440852
"Mongolia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.18740211033162,0.106530955635344,0.28987856311886,0.0473430058035276
"Montenegro","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.182066404586573,0.0359238891264568,0.428207153655655,0.102440037138958
"Morocco","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0635469478698099,0.0224005399463967,0.129794806217219,0.0278092064819505
"Mozambique","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0489907957361586,0.0110745544307108,0.120288259052515,0.0284287113920255
"Myanmar","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.128473380584826,0.0483558346387508,0.249549199440132,0.0514284562789326
"Namibia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.176983678576888,0.0637230173160336,0.347544958337426,0.0730251203636363
"Nauru","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.127889494561547,0.0434961291509799,0.264127246037542,0.0577613921836054
"Nepal","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0589545610290756,0.0327863272290162,0.095232428280778,0.0160855346473256
"Netherlands","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.205377283394099,0.0987981725765196,0.353996312326614,0.0654223803223576
"New Zealand","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.249225873312072,0.152367639234713,0.362427433000215,0.053983492126654
"Nicaragua","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.25820955893018,0.0722409197515437,0.521559601577261,0.119204313082874
"Niger","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0400726492197357,0.00486142137676323,0.126406741579732,0.0333102187836278
"Nigeria","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.114405065136098,0.0554992923583435,0.195235892798623,0.0354777347911836
"Niue","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.143611590052984,0.0388803243032894,0.317783494672742,0.0718360275942944
"North Korea","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.204337111623514,0.0390533703353868,0.487115637584073,0.117532477874277
"Norway","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.288401328815874,0.100777222015622,0.524732919775282,0.109078090376909
"Occupied Palestinian Territory","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.17720808923871,0.0620535281354115,0.351372355511526,0.0752473726548877
"Oman","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.113070128595745,0.0526962182666873,0.19656411526776,0.0378952205056239
"Pakistan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0835757868311292,0.0209171590881474,0.194576850745748,0.0452144789944891
"Palau","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0950771096851824,0.0367777529957631,0.189256084786612,0.0393248542715539
"Panama","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.213988244223779,0.0682256231148303,0.434087597977541,0.0952704259761759
"Papua New Guinea","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0860282178796645,0.0116693002473577,0.245939543203504,0.062814113669675
"Paraguay","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0842368432857692,0.0196657957320685,0.19981398303242,0.0480373483859067
"Peru","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.140886510434123,0.0953362288834655,0.194272265450885,0.025200361812464
"Philippines","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.134468264231222,0.05950938431463,0.241603146131956,0.0467806698611239
"Poland","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.283391238839037,0.168589782656184,0.41506114675399,0.0637939811473965
"Portugal","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.383546015448341,0.214978258255873,0.574039690202927,0.091089422086718
"Puerto Rico","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.177857064549516,0.0342227266683584,0.416720227485678,0.10065341001704
"Qatar","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.212045671098943,0.0817339920708729,0.391190320041521,0.0803999496180458
"Romania","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.232453685505039,0.118597812110963,0.379729099541595,0.0672457238288132
"Russian Federation","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.141056197047302,0.0663613284594814,0.245469789273601,0.046247931124471
"Rwanda","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0589952393190732,0.0121418683734023,0.159588905614264,0.0380452223135536
"Saint Kitts and Nevis","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.167796513984727,0.038903885545895,0.3813777518197,0.089467952910552
"Saint Lucia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.120529170241,0.0305942307647339,0.264537258697286,0.0626656390297748
"Saint Vincent and the Grenadines","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.153004345562481,0.0543312197417237,0.298303538252411,0.0629743016608397
"Samoa","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.099110504097229,0.0286785096276996,0.220585840595583,0.0503479549527835
"Sao Tome and Principe","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0693656243593106,0.0278524626672545,0.132571874608862,0.027392481268519
"Saudi Arabia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.189516254076155,0.0779264646940253,0.344809647009997,0.0685176210956207
"Senegal","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0717165614996477,0.0147149650343322,0.181481392797368,0.0442140387312275
"Serbia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.194501091443856,0.0755474575144864,0.36290160961991,0.0747811663087623
"Seychelles","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.185291703438864,0.0712059343417271,0.343197936257743,0.0706178811476947
"Sierra Leone","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0618005444066812,0.0108874393850551,0.166424338973928,0.0412147733925929
"Singapore","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.362287707410218,0.246147323177497,0.494581454130369,0.0641319148236419
"Slovakia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.300224238569856,0.128356872805373,0.51662122749509,0.101931594553057
"Slovenia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.182874769928632,0.0364886872733558,0.431562957880226,0.103962236747106
"Solomon Islands","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0523863962062953,0.0111330312932618,0.132174417063534,0.031955061964058
"Somalia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0883522785958632,0.0176124116606853,0.219713882339762,0.0535335914212481
"South Africa","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.164379575951702,0.0965172798410222,0.242468559504777,0.0379812550806989
"South Korea","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.49815265085633,0.402483562485381,0.591769999921829,0.0486691787133642
"South Sudan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.092748489272245,0.013108681901725,0.261442708502295,0.0651604141112028
"Spain","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.295111649688875,0.175161672152864,0.436370610170232,0.0673572564653248
"Sri Lanka","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.129637668194783,0.0470871896622527,0.251149377528842,0.0528499882654343
"Sudan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0640325650356564,0.0213800909760104,0.135190640747083,0.0296179429633062
"Suriname","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.181407569003764,0.0566028800117235,0.352159374620989,0.0786448888476658
"Swaziland","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0907252934896583,0.0260057078639985,0.19775860043394,0.0454962410753726
"Sweden","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.204701619427205,0.0986832554865463,0.339083617734753,0.0621567528497051
"Switzerland","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.35183334718238,0.19315713142557,0.528923383312822,0.0859077836141874
"Syrian Arab Republic","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.165558472240775,0.0346208860190428,0.392660331411479,0.093633120560467
"Taiwan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.370625991888646,0.204192885362477,0.557324591298861,0.0910516039165334
"Tajikistan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.052576748597097,0.0150818919253099,0.120167598864773,0.0276136318972542
"Tanzania","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0601284862832984,0.0177658630075997,0.134950968253543,0.0299699131459667
"Thailand","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.220025858414652,0.0751956772271476,0.418056125924566,0.0882177081884911
"Timor-Leste","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.11940163795705,0.0358092003748418,0.250444793995491,0.0545345086102958
"Togo","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0523644516645596,0.00845219344446546,0.150169711562642,0.0371027471337432
"Tokelau","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0752862218662079,0.0177035703556351,0.186981440262602,0.0442188657772449
"Tonga","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0679381403914179,0.0255046333117877,0.134802419998343,0.0282963987098654
"Trinidad and Tobago","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.173150329319118,0.0529161923474944,0.358353753320632,0.0799481259446918
"Tunisia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.102925064220709,0.0339172233709876,0.212419891292168,0.0466156114947891
"Turkey","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.281873504348983,0.167896492903121,0.416052962739041,0.0632418685972522
"Turkmenistan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0865514559316152,0.0371122762981032,0.159690808314008,0.0311714531493534
"Tuvalu","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0582141535778695,0.0140269020904969,0.138868734099162,0.0326161293773459
"Uganda","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.06495027356736,0.0168718553644613,0.154605520018131,0.035434984336131
"Ukraine","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.100666579517824,0.0453591380100688,0.181862444390731,0.0350627490981924
"United Arab Emirates","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.183226588253933,0.0991962454254048,0.292380931802698,0.0495068525568625
"United Kingdom","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.306343736182464,0.241048434095512,0.376733976210141,0.0351384144662208
"United States of America","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.448452838888367,0.331630525293907,0.568717886682125,0.0599900064744057
"Uruguay","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.249333209776966,0.112075890227547,0.420665107149193,0.079356032171671
"Uzbekistan","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.112936593814441,0.0575863962704995,0.188485389640865,0.0334175979206825
"Vanuatu","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0360137323744176,0.00456276080207821,0.109807701727889,0.0286311597714154
"Venezuela","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.253399812453944,0.128571936743541,0.414325519715174,0.0726285499793815
"Viet Nam","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.1072190124109,0.0409521296606217,0.210838882617987,0.0442456958540033
"Yemen","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.131305169511869,0.0333887235269002,0.302570058947729,0.0705438869977129
"Zambia","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0660724000260648,0.0222052773062012,0.139197504316637,0.0304976754472587
"Zimbabwe","Men","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.123843849058157,0.0185354572268806,0.329443165249926,0.0831400728693179
"Afghanistan","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.237510978493056,0.159906833719263,0.328238949757896,0.043327137235586
"Albania","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.134699078564054,0.0840010785377919,0.198390762644376,0.0293913360653282
"Algeria","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.179039002773781,0.116203284310271,0.25666187039767,0.0360383411317482
"American Samoa","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.241163002830684,0.130011207041477,0.388829535631142,0.0656146534271879
"Andorra","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.0953028650808996,0.0369341390219642,0.187882544065245,0.03879439539294
"Angola","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.320968908349362,0.184350917643437,0.478184985109137,0.0757234212258171
"Antigua and Barbuda","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.196379686173172,0.0936984161264766,0.332661550032864,0.0618767658735197
"Argentina","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.208703840364204,0.141090015216069,0.284853322408261,0.0368621266691907
"Armenia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.256997071318178,0.167512172018507,0.361390336378736,0.0494583192304265
"Australia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.116784010208658,0.078098047321709,0.165812106777075,0.0223477351934137
"Austria","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.117411056717222,0.0510906558140417,0.214058876120186,0.0414323890441473
"Azerbaijan","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.198237296559463,0.126809978783127,0.283333148554313,0.0400909165761756
"Bahamas","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.150156568898808,0.0767086215423061,0.253331227820356,0.0444095559578706
"Bahrain","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.17813882690598,0.0850646622138999,0.305686242896237,0.0577773858341504
"Bangladesh","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.185088796636266,0.133789737243299,0.245395976523249,0.028651174325578
"Barbados","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.17757166183325,0.0959727757261631,0.288125190150281,0.0492311007851184
"Belarus","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.192603984071476,0.123462197947267,0.278138166490634,0.0394754850492769
"Belgium","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.0946573238317624,0.0562658294256854,0.143395353222779,0.0224917028111783
"Belize","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.197734848643278,0.0985621369832116,0.327299373113875,0.0587681457233152
"Benin","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.283035299543979,0.208358654071229,0.364495489850291,0.0392673515943886
"Bermuda","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.197344363548787,0.0931483979173977,0.33404428310988,0.0625674412648675
"Bhutan","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.250078351001575,0.183988468195343,0.321623562981,0.0358280274019953
"Bolivia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.16795884689612,0.0753087614536812,0.300691912202496,0.0584908057645422
"Bosnia and Herzegovina","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.129318409501547,0.0644658356300761,0.218693756624477,0.0398468502687232
"Botswana","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.267095506036892,0.16719094964852,0.385322788483206,0.0560914516962247
"Brazil","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.131039428610242,0.0890197260028794,0.180657286524687,0.0234858276561021
"Brunei Darussalam","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.143439822299109,0.0840243504280101,0.219634920825324,0.0345274155085491
"Bulgaria","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.139150023961094,0.0582474530747325,0.255474450473186,0.0502925288237369
"Burkina Faso","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.288998529815278,0.181916391327689,0.410167912807125,0.0594220901131831
"Burundi","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.269010826984405,0.144427131929146,0.426050776625094,0.0717887639774576
"Cabo Verde","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.244486023390932,0.17225314771632,0.327852182454971,0.0394253240458885
"Cambodia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.247395757978414,0.140909622967916,0.374201599231003,0.0602291443996344
"Cameroon","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.296953673190873,0.189300266467387,0.415783868948217,0.059812672396378
"Canada","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.108764930307713,0.0482577038617055,0.196914819974674,0.0384132197710457
"Central African Republic","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.364828710018095,0.24976074030323,0.495895365293632,0.063284440249032
"Chad","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.278441201357928,0.153994749236675,0.425750012288508,0.0692980684255217
"Chile","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.125574389461671,0.0734054508046687,0.192017303285911,0.0301425554238373
"China","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.174214291830563,0.118379236227034,0.240077527738092,0.0315467157233326
"Colombia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.121343234473746,0.0611261286858259,0.201928534769228,0.036206265858829
"Comoros","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.289451006051294,0.174583589954646,0.418901565613378,0.0623383427846678
"Congo","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.312892461206724,0.167979096779508,0.48165227442812,0.0808611059711667
"Cook Islands","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.185582149823415,0.103359838254504,0.28477544258264,0.0469899588459117
"Costa Rica","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.11545838116632,0.0648538166375804,0.17949277297119,0.0294164233930804
"Cote d'Ivoire","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.287525895695542,0.162517594296185,0.434823261047778,0.0695750433576961
"Croatia","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.148748124898227,0.0812947165951786,0.238109229654711,0.0402076874575079
"Cuba","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.148235291575485,0.0764645208658963,0.243562333145256,0.0438436691229526
"Cyprus","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.0954582142473363,0.0373837466189541,0.184338199163629,0.0380248226278684
"Czech Republic","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.100418837992722,0.0613034754038965,0.149750133912923,0.0224882932436847
"Denmark","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.214856188745339,0.146505014868236,0.296495904339234,0.0384132160330185
"Djibouti","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.267228417631438,0.137950210911073,0.427047886645439,0.0729011316651755
"Dominica","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.220944642128721,0.113599986019084,0.357943418947352,0.0624022082160474
"Dominican Republic","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.240250767881768,0.137450320208367,0.366526002968942,0.0578511358311151
"DR Congo","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.295063814809997,0.163695266843858,0.461033269992271,0.0764459627726737
"Ecuador","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.156115065449127,0.100515894018963,0.222224068263292,0.0306498085620529
"Egypt","Men","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.183302064738779,0.126774161734002,0.252338703489748,0.0322185308238087
